Name,Year,Population total,Median Age,Total Housing Units,Vacant Housing Units,Occupied Housing Units,Real Median Income,Household size,Vacant units per person
"Candler County, Georgia",2015,11031,37.1,4714,805,3909,30185,2.82194934766,0.0729761580999
"Cannon County, Tennessee",2009,13505,40.6,5718,497,5221,35972,2.58666922046,0.0368011847464
"Cannon County, Tennessee",2012,13797,40.4,6026,703,5323,40998,2.59195942138,0.0509531057476
"Cannon County, Tennessee",2015,13787,41.9,6057,669,5388,41533,2.55883444692,0.0485239718575
"Canyon County, Idaho",2009,176820,30.8,65433,4995,60438,42912,2.92564280751,0.0282490668476
"Canyon County, Idaho",2012,189396,31.6,69299,6287,63012,42691,3.00571319749,0.0331949988384
"Canyon County, Idaho",2015,198921,32.8,70720,4913,65807,42888,3.0227939277,0.0246982470428
"Canóvanas Municipio, Puerto Rico",2009,47174,33,15603,2161,13442,22292,3.50944799881,0.0458091321491
"Canóvanas Municipio, Puerto Rico",2012,47656,35.4,16751,2532,14219,22746,3.3515718405,0.0531307705221
"Canóvanas Municipio, Puerto Rico",2015,47432,37.5,17901,3203,14698,20023,3.22710572867,0.0675282509698
"Cape Girardeau County, Missouri",2009,72621,36.4,31271,2323,28948,43639,2.50867071991,0.031987992454
"Cape Girardeau County, Missouri",2012,75690,36.3,32576,3074,29502,46154,2.56558877364,0.0406130268199
"Cape Girardeau County, Missouri",2015,77606,36,32904,3109,29795,46050,2.60466521228,0.0400613354638
"Cape May County, New Jersey",2009,97127,46.3,101027,54318,46709,54441,2.07940653835,0.559247171229
"Cape May County, New Jersey",2012,96987,47.3,98519,55005,43514,56370,2.22886886979,0.567137863837
"Cape May County, New Jersey",2015,95805,48.3,98747,58335,40412,57637,2.37070672078,0.608893064036
"Carbon County, Montana",2009,9741,45.9,5738,1764,3974,50676,2.45118268747,0.181090237142
"Carbon County, Montana",2012,10057,48,6424,2208,4216,47030,2.38543643264,0.219548573133
"Carbon County, Montana",2015,10268,49.1,6473,1993,4480,49767,2.29196428571,0.194098169069
"Carbon County, Pennsylvania",2009,62856,42.8,32831,7398,25433,47283,2.47143475013,0.117697594502
"Carbon County, Pennsylvania",2012,65101,44,34253,7997,26256,49951,2.47947135893,0.122839894932
"Carbon County, Pennsylvania",2015,64634,45,34400,8649,25751,49973,2.50996077822,0.133815019959
"Carbon County, Utah",2009,19536,35.7,9102,1348,7754,41056,2.51947381996,0.0690008190008
"Carbon County, Utah",2012,21153,34.6,9528,1768,7760,47240,2.72590206186,0.0835815250792
"Carbon County, Utah",2015,20927,35.1,9604,1806,7798,46900,2.68363682996,0.0862999952215
"Carbon County, Wyoming",2009,15347,40.4,8607,2451,6156,50963,2.49301494477,0.159705479898
"Carbon County, Wyoming",2012,15781,39.4,8580,2536,6044,57787,2.61101919259,0.160699575439
"Carbon County, Wyoming",2015,15739,39,8559,2451,6108,56825,2.57678454486,0.155727809899
"Caribou County, Idaho",2009,6888,38.6,3276,589,2687,43918,2.5634536658,0.0855110336818
"Caribou County, Idaho",2012,6872,38.1,3226,592,2634,52134,2.60895975702,0.0861466821886
"Caribou County, Idaho",2015,6808,36.8,3218,612,2606,58021,2.61243284728,0.0898942420682
"Carlisle County, Kentucky",2009,5205,42.7,2605,436,2169,33468,2.39972337483,0.0837656099904
"Carlisle County, Kentucky",2012,5081,43.2,2447,362,2085,37768,2.43693045564,0.0712458177524
"Carlisle County, Kentucky",2015,4984,42.3,2426,367,2059,38829,2.42059252064,0.0736356340289
"Carlton County, Minnesota",2009,33875,40.7,15483,1835,13648,51552,2.48204865182,0.0541697416974
"Carlton County, Minnesota",2012,35304,41,15642,1903,13739,52943,2.56961933183,0.053903240426
"Carlton County, Minnesota",2015,35443,41,15759,2361,13398,53227,2.64539483505,0.0666139999436
"Carolina Municipio, Puerto Rico",2009,187439,36.8,72205,10711,61494,28391,3.04808599213,0.0571439241567
"Carolina Municipio, Puerto Rico",2012,176157,37.8,74214,12514,61700,29470,2.85505672609,0.0710389027969
"Carolina Municipio, Puerto Rico",2015,168114,39.7,77446,13080,64366,27969,2.61184476276,0.0778043470502
"Caroline County, Maryland",2009,32727,37.9,13479,1505,11974,55844,2.73317187239,0.0459864943319
"Caroline County, Maryland",2012,32947,38.9,13489,1683,11806,60735,2.79069964425,0.0510820408535
"Caroline County, Maryland",2015,32661,40.1,13525,1605,11920,52465,2.74001677852,0.0491411775512
"Caroline County, Virginia",2009,26917,38.6,11217,1159,10058,56829,2.67617816663,0.0430582902998
"Caroline County, Virginia",2012,28510,38.6,11734,1085,10649,58044,2.67724668983,0.0380568221677
"Caroline County, Virginia",2015,29349,39.1,11927,957,10970,59227,2.67538742024,0.0326075845855
"Carroll County, Arkansas",2009,27321,41.9,12542,1762,10780,32978,2.53441558442,0.0644925149153
"Carroll County, Arkansas",2012,27321,44.2,13507,2191,11316,35558,2.41436903499,0.0801947220087
"Carroll County, Arkansas",2015,27635,44.2,13561,2584,10977,36897,2.51753666758,0.0935046137145
"Carroll County, Georgia",2009,110641,33,45028,5096,39932,44693,2.77073524992,0.0460588751006
"Carroll County, Georgia",2012,110750,33.6,44680,5276,39404,46704,2.8106283626,0.0476388261851
"Carroll County, Georgia",2015,112595,34,44657,4583,40074,43586,2.80967709737,0.0407034060127
"Carroll County, Illinois",2009,15878,45,8301,1332,6969,42969,2.27837566365,0.0838896586472
"Carroll County, Illinois",2012,15338,46.5,8432,1693,6739,48456,2.27600534204,0.110379449733
"Carroll County, Illinois",2015,14926,47.5,8435,1818,6617,48631,2.25570500227,0.121800884363
"Carroll County, Indiana",2009,19863,39.6,9350,1311,8039,47030,2.47082970519,0.0660021144842
"Carroll County, Indiana",2012,20105,41.3,9475,1415,8060,49935,2.49441687345,0.0703805023626
"Carroll County, Indiana",2015,20014,41.5,9456,1663,7793,52005,2.56820223277,0.083091835715
"Carroll County, Iowa",2009,20764,43.2,9294,680,8614,46034,2.41049454377,0.0327489886342
"Carroll County, Iowa",2012,20751,42.5,9379,789,8590,48824,2.41571594878,0.0380222639873
"Carroll County, Iowa",2015,20629,42.3,9398,851,8547,50559,2.4135954136,0.0412526055553
"Carroll County, Kentucky",2009,10536,37.3,4613,528,4085,44087,2.57919216646,0.0501138952164
"Carroll County, Kentucky",2012,10851,36.6,4694,426,4268,40938,2.54240862231,0.039259054465
"Carroll County, Kentucky",2015,10830,36.9,4687,699,3988,41439,2.71564694082,0.0645429362881
"Carroll County, Maryland",2009,168964,39.3,61239,2250,58989,80743,2.86433063792,0.0133164461069
"Carroll County, Maryland",2012,167249,41.1,62379,2695,59684,83155,2.80224180685,0.0161136987366
"Carroll County, Maryland",2015,167444,42.2,62919,2915,60004,85385,2.79054729685,0.0174088053319
"Carroll County, Mississippi",2009,10301,43.2,5185,1166,4019,28100,2.56307539189,0.113192893894
"Carroll County, Mississippi",2012,10553,42.3,5059,1245,3814,30568,2.76691137913,0.117975931015
"Carroll County, Mississippi",2015,10338,44.6,5059,1365,3694,37289,2.79859231186,0.132037144515
"Carroll County, Missouri",2009,9816,42,5024,868,4156,38360,2.36188642926,0.0884270578647
"Carroll County, Missouri",2012,9279,41.8,4650,991,3659,44858,2.53593878109,0.106800301757
"Carroll County, Missouri",2015,9096,42.4,4603,979,3624,42415,2.50993377483,0.107629727353
"Carroll County, New Hampshire",2009,47591,46.2,38316,19281,19035,50479,2.50018387182,0.40513962724
"Carroll County, New Hampshire",2012,47761,48.2,39778,19146,20632,50865,2.31489918573,0.400871003538
"Carroll County, New Hampshire",2015,47513,50.3,40127,18921,21206,53306,2.24054512874,0.39822785343
"Carroll County, Ohio",2009,28752,42.2,13122,1786,11336,42375,2.53634438956,0.0621174179188
"Carroll County, Ohio",2012,28828,43.2,13664,2240,11424,43127,2.52345938375,0.0777022339392
"Carroll County, Ohio",2015,28361,44.5,13610,2638,10972,47075,2.58485235144,0.0930150558866
"Carroll County, Tennessee",2009,28686,40.8,13646,2071,11575,35713,2.47827213823,0.0721954960608
"Carroll County, Tennessee",2012,28486,42,13203,2348,10855,35595,2.62422846614,0.0824264551008
"Carroll County, Tennessee",2015,28353,42.6,13211,2043,11168,35508,2.53877148997,0.072055867104
"Carroll County, Virginia",2009,29137,44,15920,3364,12556,34794,2.32056387385,0.115454576655
"Carroll County, Virginia",2012,29989,45,16539,3917,12622,33600,2.37593091428,0.130614558672
"Carroll County, Virginia",2015,29856,46.1,16621,4073,12548,35000,2.37934332164,0.136421489818
"Carson City, Nevada",2009,55262,40,22889,1836,21053,52096,2.62489906427,0.0332235532554
"Carson City, Nevada",2012,55184,41.6,23511,2389,21122,53987,2.6126313796,0.0432915337779
"Carson City, Nevada",2015,54482,42.6,23470,1876,21594,47668,2.5230156525,0.0344333908447
"Carson County, Texas",2009,6246,41.7,2909,365,2544,53425,2.45518867925,0.058437399936
"Carson County, Texas",2012,6215,40.6,2783,446,2337,60813,2.6593923834,0.0717618664521
"Carson County, Texas",2015,6068,40.7,2771,478,2293,66023,2.64631487135,0.0787738958471
"Carter County, Kentucky",2009,27160,37.4,12273,1618,10655,33232,2.54903801032,0.0595729013255
"Carter County, Kentucky",2012,27594,39.2,12290,1878,10412,35415,2.65021129466,0.0680582735377
"Carter County, Kentucky",2015,27326,40.1,12285,1798,10487,36696,2.60570229808,0.0657981409646
"Carter County, Missouri",2009,5894,40.2,3165,770,2395,24502,2.46096033403,0.130641330166
"Carter County, Missouri",2012,6225,40.3,3241,809,2432,27209,2.55962171053,0.129959839357
"Carter County, Missouri",2015,6284,40.9,3235,782,2453,33034,2.56176110885,0.124443029917
"Carter County, Montana",2009,1260,51.5,828,259,569,35813,2.2144112478,0.205555555556
"Carter County, Montana",2012,1276,51.5,828,283,545,38750,2.34128440367,0.221786833856
"Carter County, Montana",2015,1227,50.8,796,292,504,45000,2.43452380952,0.237978810106
"Carter County, Oklahoma",2009,47388,38.5,21722,3143,18579,38132,2.55062166963,0.0663248079683
"Carter County, Oklahoma",2012,47603,38.3,21210,3851,17359,41039,2.74226625958,0.0808982627145
"Carter County, Oklahoma",2015,48442,38.6,21408,3541,17867,44531,2.71125538703,0.0730977251146
"Carter County, Tennessee",2009,58955,40.1,27383,3654,23729,32424,2.48451262169,0.0619794758714
"Carter County, Tennessee",2012,57531,42.3,27734,3736,23998,32908,2.39732477706,0.0649389025047
"Carter County, Tennessee",2015,56941,43.6,27817,3923,23894,33213,2.38306687871,0.0688958746773
"Carteret County, North Carolina",2009,63369,44.8,45722,18313,27409,46982,2.31197781751,0.288989884644
"Carteret County, North Carolina",2012,66415,45.7,48148,19913,28235,47506,2.35222241898,0.299826846345
"Carteret County, North Carolina",2015,68228,46.4,48694,19129,29565,48457,2.3077287333,0.280368763557
"Carver County, Minnesota",2009,88208,35.9,33162,1207,31955,78436,2.76038178689,0.0136835661165
"Carver County, Minnesota",2012,91355,36.3,34625,1608,33017,83275,2.76690795651,0.0176016638389
"Carver County, Minnesota",2015,95715,36.9,35842,1421,34421,86323,2.78071526103,0.0148461578645
"Cascade County, Montana",2009,81912,38.5,36178,3670,32508,41964,2.51974898487,0.0448041800957
"Cascade County, Montana",2012,81248,38.7,37260,3908,33352,43817,2.43607579755,0.0480996455297
"Cascade County, Montana",2015,82090,38,37553,3769,33784,45205,2.42984844897,0.0459130222926
"Casey County, Kentucky",2009,16306,39.5,7610,1412,6198,26079,2.63084866086,0.086593891819
"Casey County, Kentucky",2012,15984,41.1,7483,1321,6162,28416,2.59396299903,0.0826451451451
"Casey County, Kentucky",2015,15954,42.1,7429,1045,6384,32341,2.49906015038,0.0655008148427
"Cass County, Illinois",2009,13575,37.5,5975,946,5029,41083,2.69934380593,0.0696869244936
"Cass County, Illinois",2012,13570,37.9,5845,775,5070,43180,2.67652859961,0.057111274871
"Cass County, Illinois",2015,13254,39.2,5799,599,5200,47434,2.54884615385,0.0451939037272
"Cass County, Indiana",2009,39263,38.2,17277,1701,15576,43006,2.52073703133,0.0433232305224
"Cass County, Indiana",2012,38875,38.6,16508,1787,14721,41135,2.64078527274,0.0459678456592
"Cass County, Indiana",2015,38476,40.1,16374,1819,14555,42290,2.64349020955,0.0472762241397
"Cass County, Iowa",2009,13854,44.7,6737,617,6120,40437,2.2637254902,0.0445358741158
"Cass County, Iowa",2012,13865,44.8,6603,529,6074,43114,2.28268027659,0.0381536242337
"Cass County, Iowa",2015,13590,44.7,6559,479,6080,43750,2.23519736842,0.0352465047829
"Cass County, Michigan",2009,50483,40.9,25667,5266,20401,45263,2.47453556198,0.104312342769
"Cass County, Michigan",2012,52412,42.5,25854,6053,19801,45462,2.64693702338,0.115488819354
"Cass County, Michigan",2015,51952,44.1,25909,5808,20101,46570,2.58454803244,0.111795503542
"Cass County, Minnesota",2009,28654,45.6,25119,11927,13192,41501,2.17207398423,0.416242060445
"Cass County, Minnesota",2012,28519,47,24761,11835,12926,43992,2.2063283305,0.414986500228
"Cass County, Minnesota",2015,28519,48.3,25011,12155,12856,46531,2.21834163037,0.42620709001
"Cass County, Missouri",2009,97203,36.8,38448,2491,35957,60628,2.70331228968,0.0256267810664
"Cass County, Missouri",2012,99394,38.3,39990,2770,37220,60595,2.67044599678,0.0278688854458
"Cass County, Missouri",2015,100781,39.2,40422,2477,37945,61584,2.65597575438,0.0245780454649
"Cass County, Nebraska",2009,25495,39.9,11130,1450,9680,62527,2.63378099174,0.0568738968425
"Cass County, Nebraska",2012,25214,40.9,11142,1428,9714,64979,2.59563516574,0.0566352026652
"Cass County, Nebraska",2015,25360,41.5,11225,1469,9756,65619,2.59942599426,0.0579258675079
"Cass County, North Dakota",2009,137803,30.4,64139,3072,61067,45891,2.25658702736,0.0222926931925
"Cass County, North Dakota",2012,150240,31.7,68267,3543,64724,51110,2.32124096162,0.0235822683706
"Cass County, North Dakota",2015,162500,31.9,73190,4414,68776,53289,2.36274281726,0.0271630769231
"Cass County, Texas",2009,29315,43.2,14539,2226,12313,36693,2.38081702266,0.0759338222753
"Cass County, Texas",2012,30324,43.8,14379,2640,11739,35932,2.5831842576,0.0870597546498
"Cass County, Texas",2015,30328,43.3,14400,2709,11691,37352,2.59413223847,0.0893233975204
"Cassia County, Idaho",2009,21154,33.3,8165,771,7394,39167,2.86096835272,0.0364470076581
"Cassia County, Idaho",2012,22813,32.1,8372,720,7652,43039,2.98131207527,0.0315609520887
"Cassia County, Idaho",2015,23369,31.7,8425,693,7732,45695,3.02237454734,0.0296546707176
"Castro County, Texas",2009,7233,35.7,3232,460,2772,34849,2.60930735931,0.0635974008019
"Castro County, Texas",2012,7984,33.8,3167,570,2597,35301,3.07431651906,0.0713927855711
"Castro County, Texas",2015,7948,34.6,3178,677,2501,39459,3.17792882847,0.0851786612984
"Caswell County, North Carolina",2009,23228,41.6,10254,1584,8670,36414,2.67912341407,0.0681935594972
"Caswell County, North Carolina",2012,23615,43.6,10598,1843,8755,38387,2.69731581953,0.0780436163455
"Caswell County, North Carolina",2015,23174,44.9,10582,1906,8676,37869,2.67104656524,0.0822473461638
"Catahoula Parish, Louisiana",2009,10424,37.7,5694,1458,4236,33913,2.46081208687,0.13986953185
"Catahoula Parish, Louisiana",2012,10409,37.3,4922,1169,3753,38205,2.77351452172,0.1123066577
"Catahoula Parish, Louisiana",2015,10247,38.5,4901,1153,3748,34904,2.73399146211,0.112520737777
"Catawba County, North Carolina",2009,155157,38.5,67084,7787,59297,43303,2.61660792283,0.0501878742177
"Catawba County, North Carolina",2012,154201,39.7,67809,9114,58695,43657,2.62715733879,0.059104675067
"Catawba County, North Carolina",2015,154610,40.8,67820,9179,58641,44376,2.63655121843,0.0593687342345
"Cataño Municipio, Puerto Rico",2009,26561,33.4,10398,896,9502,17298,2.79530625132,0.0337336696661
"Cataño Municipio, Puerto Rico",2012,28049,35.1,10665,1270,9395,17780,2.98552421501,0.0452779065207
"Cataño Municipio, Puerto Rico",2015,26680,36.9,10890,1518,9372,18326,2.84677763551,0.0568965517241
"Catoosa County, Georgia",2009,62075,37.4,25902,2144,23758,45295,2.61280410809,0.0345388642771
"Catoosa County, Georgia",2012,64226,38.7,26582,2774,23808,46143,2.69766465054,0.0431912309657
"Catoosa County, Georgia",2015,65375,39,26735,2792,23943,50876,2.73044313578,0.042707456979
"Catron County, New Mexico",2009,3410,59.6,2976,1203,1773,30413,1.92329385223,0.352785923754
"Catron County, New Mexico",2012,3686,57.6,3551,1870,1681,34738,2.19274241523,0.507325013565
"Catron County, New Mexico",2015,3583,57.1,3785,2398,1387,42973,2.58327325162,0.669271560145
"Cattaraugus County, New York",2009,80349,40.1,40612,7973,32639,41482,2.46174821533,0.0992296108228
"Cattaraugus County, New York",2012,80166,40.8,41085,8666,32419,43202,2.47280915513,0.108100691066
"Cattaraugus County, New York",2015,78962,41.4,41034,9399,31635,42601,2.49603287498,0.119031939414
"Cavalier County, North Dakota",2009,3905,50.5,2477,717,1760,47143,2.21875,0.183610755442
"Cavalier County, North Dakota",2012,3974,50.7,2340,611,1729,54080,2.2984384037,0.153749370911
"Cavalier County, North Dakota",2015,3890,50.8,2324,578,1746,66806,2.22794959908,0.148586118252
"Cayey Municipio, Puerto Rico",2009,47293,36.5,17959,2442,15517,18845,3.04781852162,0.0516355486013
"Cayey Municipio, Puerto Rico",2012,48008,37.6,18524,2638,15886,20912,3.02203197784,0.0549491751375
"Cayey Municipio, Puerto Rico",2015,46647,39.8,19938,3363,16575,20751,2.81429864253,0.0720946684674
"Cayuga County, New York",2009,79994,40.3,36062,4302,31760,47414,2.51870277078,0.0537790334275
"Cayuga County, New York",2012,79996,41.6,36448,5021,31427,50950,2.54545454545,0.0627656382819
"Cayuga County, New York",2015,79173,42.5,36405,5433,30972,52082,2.55627663696,0.0686218786708
"Cecil County, Maryland",2009,99069,37.7,40100,4228,35872,65079,2.76173617306,0.0426773259042
"Cecil County, Maryland",2012,101109,39,41131,5189,35942,66025,2.81311557509,0.051320851754
"Cecil County, Maryland",2015,101960,40.1,42030,5302,36728,66396,2.77608364191,0.0520007846214
"Cedar County, Iowa",2009,17987,42.3,8037,479,7558,52197,2.37986239746,0.0266303441374
"Cedar County, Iowa",2012,18446,42.8,8060,466,7594,58433,2.42902291283,0.0252629296324
"Cedar County, Iowa",2015,18375,42.1,8111,491,7620,59047,2.41141732283,0.0267210884354
"Cedar County, Missouri",2009,13790,44.4,7110,1066,6044,33503,2.28160158835,0.0773023930384
"Cedar County, Missouri",2012,13941,44.6,7204,1143,6061,31677,2.30011549249,0.0819883795997
"Cedar County, Missouri",2015,13892,44.8,7180,1276,5904,31532,2.35298102981,0.0918514252807
"Cedar County, Nebraska",2009,8582,43.4,4297,823,3474,42430,2.4703511802,0.0958983919832
"Cedar County, Nebraska",2012,8807,44.5,4148,713,3435,43718,2.56390101892,0.0809583286022
"Cedar County, Nebraska",2015,8675,44.8,4136,561,3575,52250,2.42657342657,0.0646685878963
