National Health Expenditure (NHE) Amounts by Type of Expenditure and Source of Funds: Calendar Years 1960-2025 in PROJECTIONS format,,,,,,,,,,,,,,,,,,,,,,,,,
The projections are based on the 2015 version of the NHE released in December 2016.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
LEVELS in $Millions,,,,,,,,,,,,,,,,,,,,,,,,,
First projected year is 2016,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,Projections_Vintage,Historical_or_Projected_Data,YEAR,TOTAL,OUT_OF_POCKET,TOTAL_HEALTH_INSURANCE,PRIVATE_HEALTH_INSURANCE,MEDICARE,MEDICAID,OTHER_HEALTH_INSURANCE,OTHER_THIRD_PARTY,YEAR,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1995,45882,0,41277,38616,1512,1149,0,4605,1995,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1996,48806,0,44118,40844,1898,1376,0,4687,1996,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1997,48484,0,44230,39572,2943,1715,0,4254,1997,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1998,49980,0,45837,40361,3430,2026,20,4142,1998,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1999,56029,0,52038,45934,3467,2547,91,3990,1999,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2000,64244,0,59372,52406,3820,2968,178,4872,2000,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2001,71090,0,65432,57178,4053,3905,296,5658,2001,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2002,90082,0,82753,73350,3731,5222,450,7329,2002,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2003,107422,0,98060,88553,3485,5546,476,9362,2003,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2004,115013,0,104911,93766,4738,5908,499,10102,2004,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2005,122972,0,111208,96860,6990,6825,533,11764,2005,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2006,137218,0,124179,101329,14720,7525,605,13039,2006,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2007,143497,0,130967,104833,17361,8103,670,12530,2007,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2008,139753,0,130002,102036,18085,9114,768,9751,2008,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2009,137873,0,130927,98127,21569,10416,814,6946,2009,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2010,153483,0,146598,108295,23407,13873,1023,6885,2010,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2011,159304,0,151007,111006,24525,14431,1045,8297,2011,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2012,165490,0,155170,112643,25837,15732,958,10321,2012,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2013,173775,0,162359,115608,26729,18987,1034,11415,2013,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2014,195312,0,182456,124836,28387,28106,1126,12856,2014,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y2015,210092,0,195330,127370,31580,35115,1265,14763,2015,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2016,216333,0,201142,132283,34288,33299,1272,15191,2016,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2017,235083,0,219239,148488,37114,32112,1526,15844,2017,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2018,254765,0,238169,158226,40175,38140,1628,16596,2018,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2019,271146,0,253736,166952,43749,41316,1719,17409,2019,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2020,287327,0,269047,175366,47282,44613,1787,18280,2020,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2021,304646,0,285470,184278,51260,48045,1888,19175,2021,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2022,323432,0,303375,193885,55805,51697,1988,20058,2022,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2023,343213,0,322273,203834,60757,55594,2088,20940,2023,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2024,363785,0,341924,214163,65818,59751,2193,21861,2024,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Projected,Y2025,384793,0,361969,224647,70816,64202,2304,22823,2025,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1960,371,0,0,0,0,0,0,371,1960,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1961,409,0,0,0,0,0,0,409,1961,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1962,456,0,0,0,0,0,0,456,1962,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1963,509,0,0,0,0,0,0,509,1963,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1964,572,0,0,0,0,0,0,572,1964,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1965,621,0,0,0,0,0,0,621,1965,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1966,733,0,0,0,0,0,0,733,1966,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1967,861,0,0,0,0,0,0,861,1967,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1968,969,0,0,0,0,0,0,969,1968,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1969,1174,0,0,0,0,0,0,1174,1969,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1970,1356,0,0,0,0,0,0,1356,1970,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1971,1676,0,0,0,0,0,0,1676,1971,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1972,1855,0,0,0,0,0,0,1855,1972,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1973,2123,0,0,0,0,0,0,2123,1973,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1974,2584,0,0,0,0,0,0,2584,1974,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1975,2967,0,0,0,0,0,0,2967,1975,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1976,3213,0,0,0,0,0,0,3213,1976,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1977,3815,0,0,0,0,0,0,3815,1977,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1978,4588,0,0,0,0,0,0,4588,1978,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1979,5375,0,0,0,0,0,0,5375,1979,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1980,6445,0,0,0,0,0,0,6445,1980,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1981,7531,0,0,0,0,0,0,7531,1981,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1982,8621,0,0,0,0,0,0,8621,1982,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1983,9251,0,0,0,0,0,0,9251,1983,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1984,9842,0,0,0,0,0,0,9842,1984,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1985,11212,0,0,0,0,0,0,11212,1985,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1986,12387,0,0,0,0,0,0,12387,1986,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1987,13572,0,0,0,0,0,0,13572,1987,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1988,15267,0,0,0,0,0,0,15267,1988,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1989,17773,0,0,0,0,0,0,17773,1989,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1990,19997,0,0,0,0,0,0,19997,1990,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1991,22129,0,0,0,0,0,0,22129,1991,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1992,24374,0,0,0,0,0,0,24374,1992,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1993,26779,0,0,0,0,0,0,26779,1993,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1994,29594,0,0,0,0,0,0,29594,1994,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1995,31003,0,0,0,0,0,0,31003,1995,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1996,32377,0,0,0,0,0,0,32377,1996,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1997,34832,0,0,0,0,0,0,34832,1997,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1998,37457,0,0,0,0,0,0,37457,1998,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y1999,40731,0,0,0,0,0,0,40731,1999,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2000,43050,0,0,0,0,0,0,43050,2000,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2001,46792,0,0,0,0,0,0,46792,2001,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2002,52201,0,0,0,0,0,0,52201,2002,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2003,54233,0,0,0,0,0,0,54233,2003,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2004,54915,0,0,0,0,0,0,54915,2004,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2005,57161,0,0,0,0,0,0,57161,2005,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2006,60803,0,0,0,0,0,0,60803,2006,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2007,65864,0,0,0,0,0,0,65864,2007,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2008,71458,0,0,0,0,0,0,71458,2008,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2009,74056,0,0,0,0,0,0,74056,2009,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2010,75487,0,0,0,0,0,0,75487,2010,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2011,74157,0,0,0,0,0,0,74157,2011,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2012,77242,0,0,0,0,0,0,77242,2012,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2013,77945,0,0,0,0,0,0,77945,2013,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2014,79005,0,0,0,0,0,0,79005,2014,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Historical,Y2015,80926,0,0,0,0,0,0,80926,2015,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2016,82480,0,0,0,0,0,0,82480,2016,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2017,85368,0,0,0,0,0,0,85368,2017,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2018,88627,0,0,0,0,0,0,88627,2018,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2019,92171,0,0,0,0,0,0,92171,2019,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2020,95813,0,0,0,0,0,0,95813,2020,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2021,99566,0,0,0,0,0,0,99566,2021,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2022,103397,0,0,0,0,0,0,103397,2022,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2023,107299,0,0,0,0,0,0,107299,2023,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2024,111190,0,0,0,0,0,0,111190,2024,,,,,,,,,,,,,
Public Health Activity,2/15/2017,Projected,Y2025,115547,0,0,0,0,0,0,115547,2025,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1960,694,0,0,0,0,0,0,694,1960,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1961,886,0,0,0,0,0,0,886,1961,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1962,1068,0,0,0,0,0,0,1068,1962,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1963,1219,0,0,0,0,0,0,1219,1963,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1964,1366,0,0,0,0,0,0,1366,1964,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1965,1521,0,0,0,0,0,0,1521,1965,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1966,1624,0,0,0,0,0,0,1624,1966,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1967,1775,0,0,0,0,0,0,1775,1967,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1968,1877,0,0,0,0,0,0,1877,1968,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1969,1924,0,0,0,0,0,0,1924,1969,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1970,1953,0,0,0,0,0,0,1953,1970,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1971,2109,0,0,0,0,0,0,2109,1971,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1972,2357,0,0,0,0,0,0,2357,1972,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1973,2502,0,0,0,0,0,0,2502,1973,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1974,2767,0,0,0,0,0,0,2767,1974,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1975,3372,0,0,0,0,0,0,3372,1975,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1976,3707,0,0,0,0,0,0,3707,1976,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1977,3864,0,0,0,0,0,0,3864,1977,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1978,4438,0,0,0,0,0,0,4438,1978,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1979,4805,0,0,0,0,0,0,4805,1979,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1980,5429,0,0,0,0,0,0,5429,1980,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1981,5705,0,0,0,0,0,0,5705,1981,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1982,6025,0,0,0,0,0,0,6025,1982,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1983,6543,0,0,0,0,0,0,6543,1983,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1984,7608,0,0,0,0,0,0,7608,1984,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1985,8320,0,0,0,0,0,0,8320,1985,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1986,9002,0,0,0,0,0,0,9002,1986,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1987,10025,0,0,0,0,0,0,10025,1987,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1988,10836,0,0,0,0,0,0,10836,1988,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1989,11738,0,0,0,0,0,0,11738,1989,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1990,12678,0,0,0,0,0,0,12678,1990,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1991,13819,0,0,0,0,0,0,13819,1991,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1992,15091,0,0,0,0,0,0,15091,1992,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1993,16472,0,0,0,0,0,0,16472,1993,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1994,17758,0,0,0,0,0,0,17758,1994,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1995,18670,0,0,0,0,0,0,18670,1995,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1996,17808,0,0,0,0,0,0,17808,1996,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1997,19640,0,0,0,0,0,0,19640,1997,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1998,21512,0,0,0,0,0,0,21512,1998,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y1999,23365,0,0,0,0,0,0,23365,1999,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2000,25475,0,0,0,0,0,0,25475,2000,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2001,28504,0,0,0,0,0,0,28504,2001,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2002,32016,0,0,0,0,0,0,32016,2002,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2003,34844,0,0,0,0,0,0,34844,2003,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2004,38578,0,0,0,0,0,0,38578,2004,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2005,40319,0,0,0,0,0,0,40319,2005,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2006,41163,0,0,0,0,0,0,41163,2006,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2007,42576,0,0,0,0,0,0,42576,2007,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2008,44278,0,0,0,0,0,0,44278,2008,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2009,45372,0,0,0,0,0,0,45372,2009,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2010,49214,0,0,0,0,0,0,49214,2010,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2011,49648,0,0,0,0,0,0,49648,2011,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2012,48421,0,0,0,0,0,0,48421,2012,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2013,46652,0,0,0,0,0,0,46652,2013,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2014,45869,0,0,0,0,0,0,45869,2014,,,,,,,,,,,,,
Research,2/15/2017,Historical,Y2015,46714,0,0,0,0,0,0,46714,2015,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2016,47898,0,0,0,0,0,0,47898,2016,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2017,49727,0,0,0,0,0,0,49727,2017,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2018,51939,0,0,0,0,0,0,51939,2018,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2019,54380,0,0,0,0,0,0,54380,2019,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2020,57051,0,0,0,0,0,0,57051,2020,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2021,59850,0,0,0,0,0,0,59850,2021,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2022,62786,0,0,0,0,0,0,62786,2022,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2023,65860,0,0,0,0,0,0,65860,2023,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2024,68993,0,0,0,0,0,0,68993,2024,,,,,,,,,,,,,
Research,2/15/2017,Projected,Y2025,72235,0,0,0,0,0,0,72235,2025,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1960,1479,0,0,0,0,0,0,1479,1960,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1961,1544,0,0,0,0,0,0,1544,1961,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1962,1918,0,0,0,0,0,0,1918,1962,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1963,1923,0,0,0,0,0,0,1923,1963,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1964,2340,0,0,0,0,0,0,2340,1964,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1965,2552,0,0,0,0,0,0,2552,1965,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1966,2559,0,0,0,0,0,0,2559,1966,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1967,2521,0,0,0,0,0,0,2521,1967,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1968,2986,0,0,0,0,0,0,2986,1968,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1969,3945,0,0,0,0,0,0,3945,1969,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1970,4524,0,0,0,0,0,0,4524,1970,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1971,5192,0,0,0,0,0,0,5192,1971,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1972,5686,0,0,0,0,0,0,5686,1972,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1973,5649,0,0,0,0,0,0,5649,1973,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1974,5978,0,0,0,0,0,0,5978,1974,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1975,6515,0,0,0,0,0,0,6515,1975,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1976,7071,0,0,0,0,0,0,7071,1976,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1977,6867,0,0,0,0,0,0,6867,1977,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1978,6970,0,0,0,0,0,0,6970,1978,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1979,7432,0,0,0,0,0,0,7432,1979,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1980,8585,0,0,0,0,0,0,8585,1980,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1981,9996,0,0,0,0,0,0,9996,1981,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1982,11567,0,0,0,0,0,0,11567,1982,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1983,12483,0,0,0,0,0,0,12483,1983,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1984,12199,0,0,0,0,0,0,12199,1984,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1985,11226,0,0,0,0,0,0,11226,1985,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1986,11106,0,0,0,0,0,0,11106,1986,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1987,12508,0,0,0,0,0,0,12508,1987,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1988,14438,0,0,0,0,0,0,14438,1988,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1989,14978,0,0,0,0,0,0,14978,1989,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1990,17047,0,0,0,0,0,0,17047,1990,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1991,16802,0,0,0,0,0,0,16802,1991,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1992,18342,0,0,0,0,0,0,18342,1992,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1993,19929,0,0,0,0,0,0,19929,1993,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1994,20837,0,0,0,0,0,0,20837,1994,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1995,20922,0,0,0,0,0,0,20922,1995,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1996,21635,0,0,0,0,0,0,21635,1996,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1997,23153,0,0,0,0,0,0,23153,1997,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1998,23746,0,0,0,0,0,0,23746,1998,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y1999,25405,0,0,0,0,0,0,25405,1999,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2000,25374,0,0,0,0,0,0,25374,2000,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2001,26118,0,0,0,0,0,0,26118,2001,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2002,29258,0,0,0,0,0,0,29258,2002,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2003,30947,0,0,0,0,0,0,30947,2003,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2004,33063,0,0,0,0,0,0,33063,2004,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2005,36136,0,0,0,0,0,0,36136,2005,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2006,40735,0,0,0,0,0,0,40735,2006,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2007,46542,0,0,0,0,0,0,46542,2007,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2008,51675,0,0,0,0,0,0,51675,2008,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2009,46879,0,0,0,0,0,0,46879,2009,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2010,46104,0,0,0,0,0,0,46104,2010,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2011,47349,0,0,0,0,0,0,47349,2011,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2012,49533,0,0,0,0,0,0,49533,2012,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2013,50072,0,0,0,0,0,0,50072,2013,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2014,49357,0,0,0,0,0,0,49357,2014,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Historical,Y2015,48950,0,0,0,0,0,0,48950,2015,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2016,49367,0,0,0,0,0,0,49367,2016,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2017,50730,0,0,0,0,0,0,50730,2017,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2018,52964,0,0,0,0,0,0,52964,2018,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2019,55889,0,0,0,0,0,0,55889,2019,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2020,59080,0,0,0,0,0,0,59080,2020,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2021,62515,0,0,0,0,0,0,62515,2021,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2022,66164,0,0,0,0,0,0,66164,2022,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2023,69942,0,0,0,0,0,0,69942,2023,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2024,73936,0,0,0,0,0,0,73936,2024,,,,,,,,,,,,,
Structures Expenditures,2/15/2017,Projected,Y2025,78156,0,0,0,0,0,0,78156,2025,,,,,,,,,,,,,
Equipment Expenditures,2/15/2017,Historical,Y1960,334,0,0,0,0,0,0,334,1960,,,,,,,,,,,,,
Equipment Expenditures,2/15/2017,Historical,Y1961,377,0,0,0,0,0,0,377,1961,,,,,,,,,,,,,
